multiplier,trading_code,delist_date,price_tick_desc,exchange,list_date,product_code,price_tick,instrument,name,last_ddate
10.0,c2205,2022-05-18,,DCE,2021-05-20,C,1.0,C2205.DCE,黄玉米2205,2022-05-23
10.0,c2207,2022-07-14,,DCE,2021-07-15,C,1.0,C2207.DCE,黄玉米2207,2022-07-19
10.0,c2209,2022-09-15,,DCE,2021-09-15,C,1.0,C2209.DCE,黄玉米2209,2022-09-20
10.0,c2301,2023-01-17,,DCE,2022-01-18,C,1.0,C2301.DCE,黄玉米2301,2023-01-20
10.0,c2211,2022-11-14,,DCE,2021-11-15,C,1.0,C2211.DCE,黄玉米2211,2022-11-17
10.0,c8888,2099-01-01,,DCE,2004-09-22,C,1.0,C8888.DCE,黄玉米主力,2099-01-01
10.0,c0000,2099-01-01,,DCE,2004-09-22,C,1.0,C0000.DCE,黄玉米指数,2099-01-01
10.0,c9999,2099-01-01,,DCE,2004-09-22,C,1.0,C9999.DCE,黄玉米前复权主力,2099-01-01
10.0,bu2110,2021-10-15,,SHFE,2021-04-16,BU,2.0,BU2110.SHF,石油沥青2110,2021-10-20
10.0,bu2111,2021-11-15,,SHFE,2021-05-18,BU,2.0,BU2111.SHF,石油沥青2111,2021-11-18
10.0,bu2112,2021-12-15,,SHFE,2019-12-17,BU,2.0,BU2112.SHF,石油沥青2112,2021-12-20
10.0,bu2201,2022-01-17,,SHFE,2021-07-16,BU,2.0,BU2201.SHF,石油沥青2201,2022-01-20
10.0,bu2203,2022-03-15,,SHFE,2020-03-17,BU,2.0,BU2203.SHF,石油沥青2203,2022-03-18
10.0,bu2206,2022-06-15,,SHFE,2020-06-16,BU,2.0,BU2206.SHF,石油沥青2206,2022-06-20
10.0,bu2209,2022-09-15,,SHFE,2020-09-16,BU,2.0,BU2209.SHF,石油沥青2209,2022-09-20
10.0,bu2212,2022-12-15,,SHFE,2020-12-16,BU,2.0,BU2212.SHF,石油沥青2212,2022-12-20
10.0,bu2303,2023-03-15,,SHFE,2021-03-16,BU,2.0,BU2303.SHF,石油沥青2303,2023-03-20
10.0,bu2306,2023-06-15,,SHFE,2021-06-16,BU,2.0,BU2306.SHF,石油沥青2306,2023-06-20
10.0,bu2202,2022-02-15,,SHFE,2021-08-17,BU,2.0,BU2202.SHF,石油沥青2202,2022-02-18
10.0,bu2309,2023-09-15,,SHFE,2021-09-16,BU,2.0,BU2309.SHF,石油沥青2309,2023-09-20
10.0,bu2204,2022-04-15,,SHFE,2021-10-18,BU,2.0,BU2204.SHF,石油沥青2204,2022-04-20
10.0,bu2312,2023-12-15,,SHFE,2021-12-16,BU,2.0,BU2312.SHF,石油沥青2312,2023-12-20
10.0,bu2207,2022-07-15,,SHFE,2022-01-18,BU,2.0,BU2207.SHF,石油沥青2207,2022-07-20
10.0,bu2205,2022-05-16,,SHFE,2021-11-16,BU,2.0,BU2205.SHF,石油沥青2205,2022-05-19
10.0,bu8888,2099-01-01,,SHFE,2013-10-09,BU,2.0,BU8888.SHF,石油沥青主力,2099-01-01
10.0,bu0000,2099-01-01,,SHFE,2013-10-09,BU,2.0,BU0000.SHF,石油沥青指数,2099-01-01
10.0,bu9999,2099-01-01,,SHFE,2013-10-09,BU,2.0,BU9999.SHF,石油沥青前复权主力,2099-01-01
10.0,SR111,2021-11-12,,CZCE,2020-11-16,SR,1.0,SR2111.CZC,白砂糖111,2021-11-12
10.0,SR201,2022-01-17,,CZCE,2021-01-18,SR,1.0,SR2201.CZC,白砂糖201,2022-01-17
10.0,SR203,2022-03-14,,CZCE,2021-03-15,SR,1.0,SR2203.CZC,白砂糖203,2022-03-14
10.0,SR205,2022-05-18,,CZCE,2021-05-20,SR,1.0,SR2205.CZC,白砂糖205,2022-05-18
10.0,SR207,2022-07-14,,CZCE,2021-07-15,SR,1.0,SR2207.CZC,白砂糖207,2022-07-14
10.0,SR209,2022-09-15,,CZCE,2021-09-15,SR,1.0,SR2209.CZC,白砂糖209,2022-09-15
10.0,SR301,2023-01-13,,CZCE,2022-01-18,SR,1.0,SR2301.CZC,白砂糖301,2023-01-13
10.0,SR211,2022-11-14,,CZCE,2021-11-15,SR,1.0,SR2211.CZC,白砂糖211,2022-11-14
10.0,SR8888,2099-01-01,,CZCE,2006-01-06,SR,1.0,SR8888.CZC,白砂糖主力,2099-01-01
10.0,SR0000,2099-01-01,,CZCE,2006-01-06,SR,1.0,SR0000.CZC,白砂糖指数,2099-01-01
10.0,SR9999,2099-01-01,,CZCE,2006-01-06,SR,1.0,SR9999.CZC,白砂糖前复权主力,2099-01-01
100.0,i2110,2021-10-21,,DCE,2020-10-23,I,0.5,I2110.DCE,铁矿石2110,2021-10-26
100.0,i2111,2021-11-12,,DCE,2020-11-16,I,0.5,I2111.DCE,铁矿石2111,2021-11-17
100.0,i2112,2021-12-14,,DCE,2020-12-15,I,0.5,I2112.DCE,铁矿石2112,2021-12-17
100.0,i2201,2022-01-17,,DCE,2021-01-18,I,0.5,I2201.DCE,铁矿石2201,2022-01-20
100.0,i2203,2022-03-14,,DCE,2021-03-15,I,0.5,I2203.DCE,铁矿石2203,2022-03-17
100.0,i2205,2022-05-18,,DCE,2021-05-20,I,0.5,I2205.DCE,铁矿石2205,2022-05-23
100.0,i2204,2022-04-18,,DCE,2021-04-16,I,0.5,I2204.DCE,铁矿石2204,2022-04-21
100.0,i2202,2022-02-18,,DCE,2021-02-22,I,0.5,I2202.DCE,铁矿石2202,2022-02-23
100.0,i2206,2022-06-15,,DCE,2021-06-16,I,0.5,I2206.DCE,铁矿石2206,2022-06-20
100.0,i2207,2022-07-14,,DCE,2021-07-15,I,0.5,I2207.DCE,铁矿石2207,2022-07-19
100.0,i2208,2022-08-12,,DCE,2021-08-16,I,0.5,I2208.DCE,铁矿石2208,2022-08-17
100.0,i2209,2022-09-15,,DCE,2021-09-15,I,0.5,I2209.DCE,铁矿石2209,2022-09-20
100.0,i2301,2023-01-17,,DCE,2022-01-18,I,0.5,I2301.DCE,铁矿石2301,2023-01-20
100.0,i2210,2022-10-21,,DCE,2021-10-22,I,0.5,I2210.DCE,铁矿石2210,2022-10-26
100.0,i2211,2022-11-14,,DCE,2021-11-15,I,0.5,I2211.DCE,铁矿石2211,2022-11-17
100.0,i2212,2022-12-14,,DCE,2021-12-15,I,0.5,I2212.DCE,铁矿石2212,2022-12-19
100.0,i8888,2099-01-01,,DCE,2013-10-18,I,0.5,I8888.DCE,铁矿石主力,2099-01-01
100.0,i0000,2099-01-01,,DCE,2013-10-18,I,0.5,I0000.DCE,铁矿石指数,2099-01-01
100.0,i9999,2099-01-01,,DCE,2013-10-18,I,0.5,I9999.DCE,铁矿石前复权主力,2099-01-01
10.0,MA110,2021-10-21,,CZCE,2020-10-23,MA,1.0,MA2110.CZC,甲醇110,2021-10-21
10.0,MA111,2021-11-12,,CZCE,2020-11-16,MA,1.0,MA2111.CZC,甲醇111,2021-11-12
10.0,MA112,2021-12-14,,CZCE,2020-12-15,MA,1.0,MA2112.CZC,甲醇112,2021-12-14
10.0,MA201,2022-01-17,,CZCE,2021-01-18,MA,1.0,MA2201.CZC,甲醇201,2022-01-17
10.0,MA202,2022-02-18,,CZCE,2021-02-22,MA,1.0,MA2202.CZC,甲醇202,2022-02-18
10.0,MA204,2022-04-18,,CZCE,2021-04-16,MA,1.0,MA2204.CZC,甲醇204,2022-04-18
10.0,MA203,2022-03-14,,CZCE,2021-03-15,MA,1.0,MA2203.CZC,甲醇203,2022-03-14
10.0,MA206,2022-06-15,,CZCE,2021-06-16,MA,1.0,MA2206.CZC,甲醇206,2022-06-15
10.0,MA205,2022-05-18,,CZCE,2021-05-20,MA,1.0,MA2205.CZC,甲醇205,2022-05-18
10.0,MA207,2022-07-14,,CZCE,2021-07-15,MA,1.0,MA2207.CZC,甲醇207,2022-07-14
10.0,MA208,2022-08-12,,CZCE,2021-08-16,MA,1.0,MA2208.CZC,甲醇208,2022-08-12
10.0,MA209,2022-09-15,,CZCE,2021-09-15,MA,1.0,MA2209.CZC,甲醇209,2022-09-15
10.0,MA301,2023-01-13,,CZCE,2022-01-18,MA,1.0,MA2301.CZC,甲醇301,2023-01-13
10.0,MA210,2022-10-21,,CZCE,2021-10-22,MA,1.0,MA2210.CZC,甲醇210,2022-10-21
10.0,MA211,2022-11-14,,CZCE,2021-11-15,MA,1.0,MA2211.CZC,甲醇211,2022-11-14
10.0,MA212,2022-12-14,,CZCE,2021-12-15,MA,1.0,MA2212.CZC,甲醇212,2022-12-14
10.0,MA8888,2099-01-01,,CZCE,2014-06-17,MA,1.0,MA8888.CZC,甲醇主力,2099-01-01
10.0,MA0000,2099-01-01,,CZCE,2014-06-17,MA,1.0,MA0000.CZC,甲醇指数,2099-01-01
10.0,MA9999,2099-01-01,,CZCE,2014-06-17,MA,1.0,MA9999.CZC,甲醇前复权主力,2099-01-01
10.0,m2111,2021-11-12,,DCE,2020-11-16,M,1.0,M2111.DCE,豆粕2111,2021-11-17
10.0,m2112,2021-12-14,,DCE,2020-12-15,M,1.0,M2112.DCE,豆粕2112,2021-12-17
10.0,m2201,2022-01-17,,DCE,2021-01-18,M,1.0,M2201.DCE,豆粕2201,2022-01-20
10.0,m2203,2022-03-14,,DCE,2021-03-15,M,1.0,M2203.DCE,豆粕2203,2022-03-17
10.0,m2205,2022-05-18,,DCE,2021-05-20,M,1.0,M2205.DCE,豆粕2205,2022-05-23
10.0,m2207,2022-07-14,,DCE,2021-07-15,M,1.0,M2207.DCE,豆粕2207,2022-07-19
10.0,m2208,2022-08-12,,DCE,2021-08-16,M,1.0,M2208.DCE,豆粕2208,2022-08-17
10.0,m2209,2022-09-15,,DCE,2021-09-15,M,1.0,M2209.DCE,豆粕2209,2022-09-20
10.0,m2301,2023-01-17,,DCE,2022-01-18,M,1.0,M2301.DCE,豆粕2301,2023-01-20
10.0,m2211,2022-11-14,,DCE,2021-11-15,M,1.0,M2211.DCE,豆粕2211,2022-11-17
10.0,m2212,2022-12-14,,DCE,2021-12-15,M,1.0,M2212.DCE,豆粕2212,2022-12-19
10.0,m8888,2099-01-01,,DCE,2000-07-17,M,1.0,M8888.DCE,豆粕主力,2099-01-01
10.0,m0000,2099-01-01,,DCE,2000-07-17,M,1.0,M0000.DCE,豆粕指数,2099-01-01
10.0,m9999,2099-01-01,,DCE,2000-07-17,M,1.0,M9999.DCE,豆粕前复权主力,2099-01-01
10.0,AP110,2021-10-21,,CZCE,2020-10-23,AP,1.0,AP2110.CZC,鲜苹果110,2021-10-21
10.0,AP111,2021-11-12,,CZCE,2020-11-16,AP,1.0,AP2111.CZC,鲜苹果111,2021-11-12
10.0,AP112,2021-12-14,,CZCE,2020-12-15,AP,1.0,AP2112.CZC,鲜苹果112,2021-12-14
10.0,AP201,2022-01-17,,CZCE,2021-01-18,AP,1.0,AP2201.CZC,鲜苹果201,2022-01-17
10.0,AP204,2022-04-18,,CZCE,2021-04-16,AP,1.0,AP2204.CZC,鲜苹果204,2022-04-18
10.0,AP203,2022-03-14,,CZCE,2021-03-15,AP,1.0,AP2203.CZC,鲜苹果203,2022-03-14
10.0,AP205,2022-05-18,,CZCE,2021-05-20,AP,1.0,AP2205.CZC,鲜苹果205,2022-05-18
10.0,AP301,2023-01-13,,CZCE,2022-01-18,AP,1.0,AP2301.CZC,鲜苹果301,2023-01-13
10.0,AP210,2022-10-21,,CZCE,2021-10-22,AP,1.0,AP2210.CZC,鲜苹果210,2022-10-21
10.0,AP211,2022-11-14,,CZCE,2021-11-15,AP,1.0,AP2211.CZC,鲜苹果211,2022-11-14
10.0,AP212,2022-12-14,,CZCE,2021-12-15,AP,1.0,AP2212.CZC,鲜苹果212,2022-12-14
10.0,AP8888,2099-01-01,,CZCE,2017-12-22,AP,1.0,AP8888.CZC,鲜苹果主力,2099-01-01
10.0,AP0000,2099-01-01,,CZCE,2017-12-22,AP,1.0,AP0000.CZC,鲜苹果指数,2099-01-01
10.0,AP9999,2099-01-01,,CZCE,2017-12-22,AP,1.0,AP9999.CZC,鲜苹果前复权主力,2099-01-01
1.0,ni2110,2021-10-15,,SHFE,2020-10-16,NI,10.0,NI2110.SHF,镍2110,2021-10-20
1.0,ni2111,2021-11-15,,SHFE,2020-11-17,NI,10.0,NI2111.SHF,镍2111,2021-11-18
1.0,ni2112,2021-12-15,,SHFE,2020-12-16,NI,10.0,NI2112.SHF,镍2112,2021-12-20
1.0,ni2201,2022-01-17,,SHFE,2021-01-18,NI,10.0,NI2201.SHF,镍2201,2022-01-20
1.0,ni2202,2022-02-15,,SHFE,2021-02-08,NI,10.0,NI2202.SHF,镍2202,2022-02-18
1.0,ni2205,2022-05-16,,SHFE,2021-05-18,NI,10.0,NI2205.SHF,镍2205,2022-05-19
1.0,ni2203,2022-03-15,,SHFE,2021-03-16,NI,10.0,NI2203.SHF,镍2203,2022-03-18
1.0,ni2204,2022-04-15,,SHFE,2021-04-16,NI,10.0,NI2204.SHF,镍2204,2022-04-20
1.0,ni2206,2022-06-15,,SHFE,2021-06-16,NI,10.0,NI2206.SHF,镍2206,2022-06-20
1.0,ni2207,2022-07-15,,SHFE,2021-07-16,NI,10.0,NI2207.SHF,镍2207,2022-07-20
1.0,ni2208,2022-08-15,,SHFE,2021-08-17,NI,10.0,NI2208.SHF,镍2208,2022-08-18
1.0,ni2209,2022-09-15,,SHFE,2021-09-16,NI,10.0,NI2209.SHF,镍2209,2022-09-20
1.0,ni2210,2022-10-17,,SHFE,2021-10-18,NI,10.0,NI2210.SHF,镍2210,2022-10-20
1.0,ni2212,2022-12-15,,SHFE,2021-12-16,NI,10.0,NI2212.SHF,镍2212,2022-12-20
1.0,ni2301,2023-01-16,,SHFE,2022-01-18,NI,10.0,NI2301.SHF,镍2301,2023-01-19
1.0,ni2211,2022-11-15,,SHFE,2021-11-16,NI,10.0,NI2211.SHF,镍2211,2022-11-18
1.0,ni8888,2099-01-01,,SHFE,2015-03-27,NI,10.0,NI8888.SHF,镍主力,2099-01-01
1.0,ni0000,2099-01-01,,SHFE,2015-03-27,NI,10.0,NI0000.SHF,镍指数,2099-01-01
1.0,ni9999,2099-01-01,,SHFE,2015-03-27,NI,10.0,NI9999.SHF,镍前复权主力,2099-01-01
10.0,fu2111,2021-10-29,,SHFE,2020-11-02,FU,1.0,FU2111.SHF,燃料油2111,2021-11-03
10.0,fu2112,2021-11-30,,SHFE,2020-12-01,FU,1.0,FU2112.SHF,燃料油2112,2021-12-03
10.0,fu2201,2021-12-23,,SHFE,2020-12-25,FU,1.0,FU2201.SHF,燃料油2201,2021-12-28
10.0,fu2202,2022-01-21,,SHFE,2021-02-01,FU,1.0,FU2202.SHF,燃料油2202,2022-01-26
10.0,fu2203,2022-02-28,,SHFE,2021-03-01,FU,1.0,FU2203.SHF,燃料油2203,2022-03-03
10.0,fu2205,2022-04-29,,SHFE,2021-05-06,FU,1.0,FU2205.SHF,燃料油2205,2022-05-09
10.0,fu2206,2022-05-31,,SHFE,2021-06-01,FU,1.0,FU2206.SHF,燃料油2206,2022-06-06
10.0,fu2204,2022-03-31,,SHFE,2021-04-01,FU,1.0,FU2204.SHF,燃料油2204,2022-04-07
10.0,fu2209,2022-08-31,,SHFE,2021-09-01,FU,1.0,FU2209.SHF,燃料油2209,2022-09-05
10.0,fu2207,2022-06-30,,SHFE,2021-07-01,FU,1.0,FU2207.SHF,燃料油2207,2022-07-05
10.0,fu2208,2022-07-29,,SHFE,2021-08-02,FU,1.0,FU2208.SHF,燃料油2208,2022-08-03
10.0,fu2210,2022-09-23,,SHFE,2021-09-24,FU,1.0,FU2210.SHF,燃料油2210,2022-09-28
10.0,fu2302,2023-01-31,,SHFE,2022-01-24,FU,1.0,FU2302.SHF,燃料油2302,2023-02-03
10.0,fu2211,2022-10-31,,SHFE,2021-11-01,FU,1.0,FU2211.SHF,燃料油2211,2022-11-03
10.0,fu2212,2022-11-30,,SHFE,2021-12-01,FU,1.0,FU2212.SHF,燃料油2212,2022-12-05
10.0,fu2301,2022-12-30,,SHFE,2021-12-24,FU,1.0,FU2301.SHF,燃料油2301,2023-01-06
10.0,fu8888,2099-01-01,,SHFE,2004-08-25,FU,1.0,FU8888.SHF,燃料油主力,2099-01-01
10.0,fu0000,2099-01-01,,SHFE,2004-08-25,FU,1.0,FU0000.SHF,燃料油指数,2099-01-01
10.0,fu9999,2099-01-01,,SHFE,2004-08-25,FU,1.0,FU9999.SHF,燃料油前复权主力,2099-01-01
10.0,jd2110,2021-10-26,,DCE,2020-10-28,JD,1.0,JD2110.DCE,鲜鸡蛋2110,2021-10-29
10.0,jd2111,2021-11-25,,DCE,2020-11-26,JD,1.0,JD2111.DCE,鲜鸡蛋2111,2021-11-30
10.0,jd2112,2021-12-28,,DCE,2020-12-29,JD,1.0,JD2112.DCE,鲜鸡蛋2112,2021-12-31
10.0,jd2201,2022-01-25,,DCE,2021-01-27,JD,1.0,JD2201.DCE,鲜鸡蛋2201,2022-01-28
10.0,jd2204,2022-04-26,,DCE,2021-04-28,JD,1.0,JD2204.DCE,鲜鸡蛋2204,2022-04-29
10.0,jd2202,2022-02-23,,DCE,2021-02-24,JD,1.0,JD2202.DCE,鲜鸡蛋2202,2022-02-28
10.0,jd2203,2022-03-28,,DCE,2021-03-29,JD,1.0,JD2203.DCE,鲜鸡蛋2203,2022-03-31
10.0,jd2205,2022-05-26,,DCE,2021-05-27,JD,1.0,JD2205.DCE,鲜鸡蛋2205,2022-05-31
10.0,jd2207,2022-07-26,,DCE,2021-07-28,JD,1.0,JD2207.DCE,鲜鸡蛋2207,2022-07-29
10.0,jd2206,2022-06-27,,DCE,2021-06-28,JD,1.0,JD2206.DCE,鲜鸡蛋2206,2022-06-30
10.0,jd2208,2022-08-26,,DCE,2021-08-27,JD,1.0,JD2208.DCE,鲜鸡蛋2208,2022-08-31
10.0,jd2209,2022-09-27,,DCE,2021-09-28,JD,1.0,JD2209.DCE,鲜鸡蛋2209,2022-09-30
10.0,jd2301,2023-01-25,,DCE,2022-01-26,JD,1.0,JD2301.DCE,鲜鸡蛋2301,2023-01-30
10.0,jd2210,2022-10-26,,DCE,2021-10-27,JD,1.0,JD2210.DCE,鲜鸡蛋2210,2022-10-31
10.0,jd2212,2022-12-27,,DCE,2021-12-29,JD,1.0,JD2212.DCE,鲜鸡蛋2212,2022-12-30
10.0,jd2211,2022-11-25,,DCE,2021-11-26,JD,1.0,JD2211.DCE,鲜鸡蛋2211,2022-11-30
10.0,jd8888,2099-01-01,,DCE,2013-11-08,JD,1.0,JD8888.DCE,鲜鸡蛋主力,2099-01-01
10.0,jd0000,2099-01-01,,DCE,2013-11-08,JD,1.0,JD0000.DCE,鲜鸡蛋指数,2099-01-01
10.0,jd9999,2099-01-01,,DCE,2013-11-08,JD,1.0,JD9999.DCE,鲜鸡蛋前复权主力,2099-01-01
500.0,bb2110,2021-10-21,,DCE,2020-10-23,BB,0.05,BB2110.DCE,细木工板2110,2021-10-26
500.0,bb2111,2021-11-12,,DCE,2020-11-16,BB,0.05,BB2111.DCE,细木工板2111,2021-11-17
500.0,bb2112,2021-12-14,,DCE,2020-12-15,BB,0.05,BB2112.DCE,细木工板2112,2021-12-17
500.0,bb2201,2022-01-17,,DCE,2021-01-18,BB,0.05,BB2201.DCE,细木工板2201,2022-01-20
500.0,bb2202,2022-02-18,,DCE,2021-02-22,BB,0.05,BB2202.DCE,细木工板2202,2022-02-23
500.0,bb2204,2022-04-18,,DCE,2021-04-16,BB,0.05,BB2204.DCE,细木工板2204,2022-04-21
500.0,bb2203,2022-03-14,,DCE,2021-03-15,BB,0.05,BB2203.DCE,细木工板2203,2022-03-17
500.0,bb2206,2022-06-15,,DCE,2021-06-16,BB,0.05,BB2206.DCE,细木工板2206,2022-06-20
500.0,bb2205,2022-05-18,,DCE,2021-05-20,BB,0.05,BB2205.DCE,细木工板2205,2022-05-23
500.0,bb2207,2022-07-14,,DCE,2021-07-15,BB,0.05,BB2207.DCE,细木工板2207,2022-07-19
500.0,bb2208,2022-08-12,,DCE,2021-08-16,BB,0.05,BB2208.DCE,细木工板2208,2022-08-17
500.0,bb2209,2022-09-15,,DCE,2021-09-15,BB,0.05,BB2209.DCE,细木工板2209,2022-09-20
500.0,bb2301,2023-01-17,,DCE,2022-01-18,BB,0.05,BB2301.DCE,细木工板2301,2023-01-20
500.0,bb2210,2022-10-21,,DCE,2021-10-22,BB,0.05,BB2210.DCE,细木工板2210,2022-10-26
500.0,bb2211,2022-11-14,,DCE,2021-11-15,BB,0.05,BB2211.DCE,细木工板2211,2022-11-17
500.0,bb2212,2022-12-14,,DCE,2021-12-15,BB,0.05,BB2212.DCE,细木工板2212,2022-12-19
500.0,bb8888,2099-01-01,,DCE,2013-12-06,BB,0.05,BB8888.DCE,细木工板主力,2099-01-01
500.0,bb0000,2099-01-01,,DCE,2013-12-06,BB,0.05,BB0000.DCE,细木工板指数,2099-01-01
500.0,bb9999,2099-01-01,,DCE,2013-12-06,BB,0.05,BB9999.DCE,细木工板前复权主力,2099-01-01
20.0,LR111,2021-11-12,,CZCE,2020-11-16,LR,1.0,LR2111.CZC,晚籼稻111,2021-11-12
20.0,LR201,2022-01-17,,CZCE,2021-01-18,LR,1.0,LR2201.CZC,晚籼稻201,2022-01-17
20.0,LR203,2022-03-14,,CZCE,2021-03-15,LR,1.0,LR2203.CZC,晚籼稻203,2022-03-14
20.0,LR205,2022-05-18,,CZCE,2021-05-20,LR,1.0,LR2205.CZC,晚籼稻205,2022-05-18
20.0,LR207,2022-07-14,,CZCE,2021-07-15,LR,1.0,LR2207.CZC,晚籼稻207,2022-07-14
20.0,LR209,2022-09-15,,CZCE,2021-09-15,LR,1.0,LR2209.CZC,晚籼稻209,2022-09-15
20.0,LR301,2023-01-13,,CZCE,2022-01-18,LR,1.0,LR2301.CZC,晚籼稻301,2023-01-13
20.0,LR211,2022-11-14,,CZCE,2021-11-15,LR,1.0,LR2211.CZC,晚籼稻211,2022-11-14
20.0,LR8888,2099-01-01,,CZCE,2014-07-08,LR,1.0,LR8888.CZC,晚籼稻主力,2099-01-01
20.0,LR0000,2099-01-01,,CZCE,2014-07-08,LR,1.0,LR0000.CZC,晚籼稻指数,2099-01-01
20.0,LR9999,2099-01-01,,CZCE,2014-07-08,LR,1.0,LR9999.CZC,晚籼稻前复权主力,2099-01-01
100.0,ZC110,2021-10-14,,CZCE,2020-10-16,ZC,0.2,ZC2110.CZC,动力煤110,2021-10-14
